date,sport,home_team,away_team,bet_type,pick,bookmaker,odds,confidence,stake,result,profit,line
2026-03-17,soccer_epl,Tottenham Hotspur,Nottingham Forest,moneyline,Tottenham Hotspur,BetOnline.ag,155,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Seattle Kraken,Tampa Bay Lightning,moneyline,Seattle Kraken,BetMGM,155,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Tottenham Hotspur,Nottingham Forest,moneyline,Tottenham Hotspur,LowVig.ag,155,5/5,100,Pending,0.0,
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,moneyline,Miami Heat,BetOnline.ag,151,5/5,100,Pending,0.0,
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,moneyline,Miami Heat,Bovada,150,5/5,100,Pending,0.0,
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,moneyline,Miami Heat,DraftKings,150,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Seattle Kraken,Tampa Bay Lightning,moneyline,Seattle Kraken,MyBookie.ag,153,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Sunderland,Tottenham Hotspur,moneyline,Tottenham Hotspur,LowVig.ag,165,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Sunderland,Tottenham Hotspur,moneyline,Tottenham Hotspur,BetOnline.ag,165,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Leeds United,Brentford,moneyline,Leeds United,LowVig.ag,151,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Leeds United,Brentford,moneyline,Leeds United,BetOnline.ag,151,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Nottingham Forest,Aston Villa,moneyline,Nottingham Forest,DraftKings,150,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,moneyline,Chicago Blackhawks,BetRivers,150,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Nottingham Forest,Aston Villa,moneyline,Nottingham Forest,BetRivers,150,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,moneyline,Chicago Blackhawks,BetUS,150,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Leeds United,Brentford,moneyline,Leeds United,BetMGM,150,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Tottenham Hotspur,Nottingham Forest,moneyline,Tottenham Hotspur,BetMGM,150,5/5,100,Pending,0.0,
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,moneyline,Miami Heat,BetUS,146,5/5,100,Pending,0.0,
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,moneyline,Miami Heat,FanDuel,146,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Sunderland,Tottenham Hotspur,moneyline,Tottenham Hotspur,Bovada,161,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,moneyline,Chicago Blackhawks,BetOnline.ag,149,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,moneyline,Chicago Blackhawks,LowVig.ag,149,5/5,100,Pending,0.0,
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,moneyline,Miami Heat,BetMGM,145,5/5,100,Pending,0.0,
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,moneyline,Miami Heat,MyBookie.ag,145,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Carolina Hurricanes,Pittsburgh Penguins,moneyline,Pittsburgh Penguins,BetRivers,160,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Tottenham Hotspur,Nottingham Forest,moneyline,Tottenham Hotspur,Bovada,148,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Leeds United,Brentford,moneyline,Leeds United,BetRivers,148,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Tottenham Hotspur,Nottingham Forest,moneyline,Tottenham Hotspur,BetUS,148,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Tottenham Hotspur,Nottingham Forest,moneyline,Tottenham Hotspur,BetRivers,148,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Nottingham Forest,Aston Villa,moneyline,Nottingham Forest,MyBookie.ag,147,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,moneyline,Chicago Blackhawks,FanDuel,146,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Leeds United,Brentford,moneyline,Leeds United,Bovada,146,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Leeds United,Brentford,moneyline,Leeds United,BetUS,146,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Tottenham Hotspur,Nottingham Forest,moneyline,Tottenham Hotspur,DraftKings,145,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,moneyline,Chicago Blackhawks,DraftKings,145,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,moneyline,Chicago Blackhawks,BetMGM,145,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Nottingham Forest,Aston Villa,moneyline,Nottingham Forest,FanDuel,145,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,moneyline,Chicago Blackhawks,Bovada,145,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Leeds United,Brentford,moneyline,Leeds United,FanDuel,145,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Leeds United,Brentford,moneyline,Leeds United,DraftKings,145,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Leeds United,Brentford,moneyline,Leeds United,MyBookie.ag,141,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Tottenham Hotspur,Nottingham Forest,moneyline,Tottenham Hotspur,MyBookie.ag,141,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Tottenham Hotspur,Nottingham Forest,moneyline,Tottenham Hotspur,FanDuel,140,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,moneyline,San Jose Sharks,BetRivers,150,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Sunderland,Tottenham Hotspur,moneyline,Tottenham Hotspur,MyBookie.ag,150,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Sunderland,Tottenham Hotspur,moneyline,Tottenham Hotspur,DraftKings,150,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Crystal Palace,Newcastle United,moneyline,Newcastle United,LowVig.ag,150,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Sunderland,Tottenham Hotspur,moneyline,Tottenham Hotspur,FanDuel,150,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Crystal Palace,Newcastle United,moneyline,Newcastle United,BetOnline.ag,150,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Carolina Hurricanes,Pittsburgh Penguins,moneyline,Pittsburgh Penguins,FanDuel,150,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Chicago Blackhawks,Minnesota Wild,moneyline,Chicago Blackhawks,MyBookie.ag,139,5/5,100,Pending,0.0,
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,moneyline,Miami Heat,BetRivers,135,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Sunderland,Tottenham Hotspur,moneyline,Tottenham Hotspur,BetRivers,148,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Crystal Palace,Newcastle United,moneyline,Newcastle United,Bovada,146,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Crystal Palace,Newcastle United,moneyline,Newcastle United,BetRivers,145,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Crystal Palace,Newcastle United,moneyline,Newcastle United,FanDuel,145,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Crystal Palace,Newcastle United,moneyline,Newcastle United,DraftKings,145,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,moneyline,San Jose Sharks,DraftKings,145,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,moneyline,San Jose Sharks,LowVig.ag,145,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,moneyline,San Jose Sharks,BetOnline.ag,145,5/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,moneyline,San Jose Sharks,BetMGM,145,5/5,100,Pending,0.0,
2026-03-17,soccer_epl,Chelsea,Manchester City,moneyline,Manchester City,LowVig.ag,142,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,moneyline,San Jose Sharks,Bovada,142,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Crystal Palace,Newcastle United,moneyline,Newcastle United,MyBookie.ag,142,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Carolina Hurricanes,Pittsburgh Penguins,moneyline,Pittsburgh Penguins,DraftKings,142,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,moneyline,San Jose Sharks,BetUS,142,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Chelsea,Manchester City,moneyline,Manchester City,BetOnline.ag,142,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Vancouver Canucks,Florida Panthers,moneyline,Vancouver Canucks,DraftKings,130,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Vancouver Canucks,Florida Panthers,moneyline,Vancouver Canucks,Bovada,130,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Vancouver Canucks,Florida Panthers,moneyline,Vancouver Canucks,LowVig.ag,130,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Vancouver Canucks,Florida Panthers,moneyline,Vancouver Canucks,BetOnline.ag,130,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,moneyline,San Jose Sharks,FanDuel,140,4/5,100,Pending,0.0,
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,moneyline,Phoenix Suns,Bovada,140,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,moneyline,Boston Bruins,BetRivers,140,4/5,100,Pending,0.0,
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,moneyline,Phoenix Suns,LowVig.ag,140,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Vancouver Canucks,Florida Panthers,moneyline,Vancouver Canucks,BetUS,129,4/5,100,Pending,0.0,
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,moneyline,Phoenix Suns,BetOnline.ag,139,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Colorado Avalanche,Dallas Stars,moneyline,Dallas Stars,BetRivers,138,4/5,100,Pending,0.0,
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,moneyline,Phoenix Suns,BetUS,138,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Edmonton Oilers,San Jose Sharks,moneyline,San Jose Sharks,MyBookie.ag,138,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Chelsea,Manchester City,moneyline,Manchester City,BetRivers,138,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,moneyline,Boston Bruins,BetUS,138,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Vancouver Canucks,Florida Panthers,moneyline,Vancouver Canucks,BetRivers,128,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,moneyline,Boston Bruins,Bovada,137,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Chelsea,Manchester City,moneyline,Manchester City,Bovada,137,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,moneyline,Boston Bruins,BetOnline.ag,136,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Colorado Avalanche,Dallas Stars,moneyline,Dallas Stars,FanDuel,136,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Colorado Avalanche,Dallas Stars,moneyline,Dallas Stars,DraftKings,136,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,moneyline,Boston Bruins,LowVig.ag,136,4/5,100,Pending,0.0,
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,moneyline,Phoenix Suns,MyBookie.ag,135,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Chelsea,Manchester City,moneyline,Manchester City,FanDuel,135,4/5,100,Pending,0.0,
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,moneyline,Phoenix Suns,BetMGM,135,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,moneyline,Boston Bruins,BetMGM,135,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Chelsea,Manchester City,moneyline,Manchester City,DraftKings,135,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Vancouver Canucks,Florida Panthers,moneyline,Vancouver Canucks,FanDuel,125,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Vancouver Canucks,Florida Panthers,moneyline,Vancouver Canucks,BetMGM,125,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,moneyline,Toronto Maple Leafs,BetUS,125,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Chelsea,Manchester City,moneyline,Manchester City,MyBookie.ag,134,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,moneyline,Boston Bruins,FanDuel,134,4/5,100,Pending,0.0,
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,moneyline,Phoenix Suns,FanDuel,134,4/5,100,Pending,0.0,
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,moneyline,Phoenix Suns,BetRivers,132,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,moneyline,Toronto Maple Leafs,FanDuel,122,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,moneyline,Toronto Maple Leafs,Bovada,122,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,moneyline,Boston Bruins,MyBookie.ag,131,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,moneyline,Toronto Maple Leafs,BetOnline.ag,121,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,moneyline,Toronto Maple Leafs,LowVig.ag,121,4/5,100,Pending,0.0,
2026-03-17,basketball_nba,Minnesota Timberwolves,Phoenix Suns,moneyline,Phoenix Suns,DraftKings,130,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Montréal Canadiens,Boston Bruins,moneyline,Boston Bruins,DraftKings,130,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brighton and Hove Albion,Liverpool,moneyline,Liverpool,LowVig.ag,130,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Anaheim Ducks,Philadelphia Flyers,moneyline,Philadelphia Flyers,DraftKings,130,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Anaheim Ducks,Philadelphia Flyers,moneyline,Philadelphia Flyers,FanDuel,130,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brighton and Hove Albion,Liverpool,moneyline,Liverpool,BetOnline.ag,130,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,moneyline,Toronto Maple Leafs,DraftKings,120,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brentford,Everton,moneyline,Brentford,BetOnline.ag,120,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brentford,Everton,moneyline,Brentford,LowVig.ag,120,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,moneyline,Toronto Maple Leafs,BetMGM,120,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Vancouver Canucks,Florida Panthers,moneyline,Vancouver Canucks,MyBookie.ag,119,4/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Anaheim Ducks,Philadelphia Flyers,moneyline,Philadelphia Flyers,BetRivers,128,4/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brentford,Everton,moneyline,Brentford,Bovada,117,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,moneyline,Toronto Maple Leafs,BetRivers,116,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,moneyline,Columbus Blue Jackets,BetUS,115,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,moneyline,Columbus Blue Jackets,FanDuel,115,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brentford,Everton,moneyline,Brentford,DraftKings,115,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,moneyline,Columbus Blue Jackets,BetRivers,114,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,moneyline,Columbus Blue Jackets,DraftKings,114,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,moneyline,Columbus Blue Jackets,BetOnline.ag,113,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,moneyline,Columbus Blue Jackets,LowVig.ag,113,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,moneyline,Columbus Blue Jackets,Bovada,112,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Toronto Maple Leafs,New York Islanders,moneyline,Toronto Maple Leafs,MyBookie.ag,112,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brentford,Everton,moneyline,Brentford,MyBookie.ag,112,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brentford,Everton,moneyline,Brentford,BetRivers,112,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brighton and Hove Albion,Liverpool,moneyline,Liverpool,BetMGM,120,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brighton and Hove Albion,Liverpool,moneyline,Liverpool,DraftKings,120,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brighton and Hove Albion,Liverpool,moneyline,Liverpool,FanDuel,120,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brighton and Hove Albion,Liverpool,moneyline,Liverpool,MyBookie.ag,119,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,moneyline,Columbus Blue Jackets,BetMGM,110,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brentford,Everton,moneyline,Brentford,FanDuel,110,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Columbus Blue Jackets,Carolina Hurricanes,moneyline,Columbus Blue Jackets,MyBookie.ag,110,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brighton and Hove Albion,Liverpool,moneyline,Liverpool,Bovada,118,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brighton and Hove Albion,Liverpool,moneyline,Liverpool,BetRivers,118,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Brighton and Hove Albion,Liverpool,moneyline,Liverpool,BetUS,118,3/5,100,Pending,0.0,
2026-03-17,icehockey_nhl,Winnipeg Jets,Nashville Predators,moneyline,Nashville Predators,BetRivers,118,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Bournemouth,Manchester United,moneyline,Manchester United,BetOnline.ag,118,3/5,100,Pending,0.0,
2026-03-17,soccer_epl,Bournemouth,Manchester United,moneyline,Manchester United,LowVig.ag,118,3/5,100,Pending,0.0,
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Charlotte Hornets,FanDuel,-106,3/5,100,Pending,0.0,-4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Miami Heat,FanDuel,-114,3/5,100,Pending,0.0,4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Charlotte Hornets,DraftKings,-112,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Miami Heat,DraftKings,-108,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Charlotte Hornets,MyBookie.ag,-110,3/5,100,Pending,0.0,-4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Miami Heat,MyBookie.ag,-110,3/5,100,Pending,0.0,4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Charlotte Hornets,BetRivers,-110,3/5,100,Pending,0.0,-4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Miami Heat,BetRivers,-113,3/5,100,Pending,0.0,4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Charlotte Hornets,LowVig.ag,-106,3/5,100,Pending,0.0,-4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Miami Heat,LowVig.ag,-106,3/5,100,Pending,0.0,4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Charlotte Hornets,BetOnline.ag,-110,3/5,100,Pending,0.0,-4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Miami Heat,BetOnline.ag,-110,3/5,100,Pending,0.0,4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Charlotte Hornets,BetUS,-110,3/5,100,Pending,0.0,-4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Miami Heat,BetUS,-110,3/5,100,Pending,0.0,4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Charlotte Hornets,BetMGM,-115,3/5,100,Pending,0.0,-3.5
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Miami Heat,BetMGM,-105,3/5,100,Pending,0.0,3.5
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Charlotte Hornets,Bovada,-115,3/5,100,Pending,0.0,-4.0
2026-03-17,basketball_nba,Charlotte Hornets,Miami Heat,spread,Miami Heat,Bovada,-105,3/5,100,Pending,0.0,4.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Detroit Pistons,FanDuel,-114,3/5,100,Pending,0.0,-17.5
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Washington Wizards,FanDuel,-106,3/5,100,Pending,0.0,17.5
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Detroit Pistons,BetOnline.ag,-113,3/5,100,Pending,0.0,-18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Washington Wizards,BetOnline.ag,-107,3/5,100,Pending,0.0,18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Detroit Pistons,BetUS,-110,3/5,100,Pending,0.0,-18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Washington Wizards,BetUS,-110,3/5,100,Pending,0.0,18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Detroit Pistons,LowVig.ag,-109,3/5,100,Pending,0.0,-18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Washington Wizards,LowVig.ag,-103,3/5,100,Pending,0.0,18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Detroit Pistons,DraftKings,-105,3/5,100,Pending,0.0,-18.5
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Washington Wizards,DraftKings,-115,3/5,100,Pending,0.0,18.5
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Detroit Pistons,BetMGM,-105,3/5,100,Pending,0.0,-18.5
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Washington Wizards,BetMGM,-115,3/5,100,Pending,0.0,18.5
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Detroit Pistons,BetRivers,-113,3/5,100,Pending,0.0,-18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Washington Wizards,BetRivers,-110,3/5,100,Pending,0.0,18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Detroit Pistons,MyBookie.ag,-110,3/5,100,Pending,0.0,-18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Washington Wizards,MyBookie.ag,-110,3/5,100,Pending,0.0,18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Detroit Pistons,Bovada,-110,3/5,100,Pending,0.0,-18.0
2026-03-17,basketball_nba,Washington Wizards,Detroit Pistons,spread,Washington Wizards,Bovada,-110,3/5,100,Pending,0.0,18.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Oklahoma City Thunder,FanDuel,-108,3/5,100,Pending,0.0,-10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Orlando Magic,FanDuel,-112,3/5,100,Pending,0.0,10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Oklahoma City Thunder,LowVig.ag,-104,3/5,100,Pending,0.0,-10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Orlando Magic,LowVig.ag,-108,3/5,100,Pending,0.0,10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Oklahoma City Thunder,BetOnline.ag,-108,3/5,100,Pending,0.0,-10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Orlando Magic,BetOnline.ag,-112,3/5,100,Pending,0.0,10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Oklahoma City Thunder,DraftKings,-115,3/5,100,Pending,0.0,-9.5
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Orlando Magic,DraftKings,-105,3/5,100,Pending,0.0,9.5
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Oklahoma City Thunder,BetUS,-110,3/5,100,Pending,0.0,-10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Orlando Magic,BetUS,-110,3/5,100,Pending,0.0,10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Oklahoma City Thunder,BetRivers,-112,3/5,100,Pending,0.0,-9.5
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Orlando Magic,BetRivers,-112,3/5,100,Pending,0.0,9.5
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Oklahoma City Thunder,Bovada,-110,3/5,100,Pending,0.0,-10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Orlando Magic,Bovada,-110,3/5,100,Pending,0.0,10.0
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Oklahoma City Thunder,MyBookie.ag,-110,3/5,100,Pending,0.0,-9.5
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Orlando Magic,MyBookie.ag,-110,3/5,100,Pending,0.0,9.5
2026-03-17,basketball_nba,Orlando Magic,Oklahoma City Thunder,spread,Oklahoma City Thunder,BetMGM,-115,3/5,100,Pending,0.0,-9.5
